Region,Country,First Closed Won Opp Date,Account ID,CSM Status Stage,Activation Date,Highest Product,Last Product usage date,# delivery partners
Region C,Country 16,12/3/2021,0016R0000376xLm,Active,16-Dec-2021,,1/15/2022 4:22 AM,4
Region B,Country 9,11/26/2021,0016R0000376XLp,Active,29-Nov-2021,,1/6/2022 9:31 PM,1
Region C,Country 3,12/3/2021,0016R0000376xLS,Onboarding,,,1/14/2022 9:26 AM,0
Region C,Country 3,12/3/2021,0016R0000376xLX,Onboarding,,,1/14/2022 9:26 AM,0
Region C,Country 16,12/3/2021,0016R0000376xM1,Active,16-Dec-2021,,1/15/2022 4:22 AM,4
Region C,Country 16,12/3/2021,0016R0000376xM2,Active,16-Dec-2021,,1/15/2022 4:22 AM,4
Region C,Country 16,12/3/2021,0016R0000376xM6,Active,16-Dec-2021,,1/15/2022 4:22 AM,3
Region C,Country 16,12/3/2021,0016R0000376xMB,Active,17-Dec-2021,,1/15/2022 4:22 AM,4
Region C,Country 16,12/3/2021,0016R0000376xMG,Active,17-Dec-2021,,1/15/2022 4:22 AM,4
Region A,Country 1,11/29/2021,0016R0000376XQZ,Active,5-Dec-2021,,,2
Region A,Country 1,12/3/2021,0016R0000376xR4,Active,5-Dec-2021,,,0
Region A,Country 8,11/26/2021,0016R0000376XRm,Churned,,,,0
Region A,Country 1,11/25/2021,0016R0000376XSB,Onboarding,,,,2
Region A,Country 1,11/25/2021,0016R0000376XSz,Active,19-Dec-2021,,,2
Region A,Country 8,11/26/2021,0016R0000376XT9,Active,1-Dec-2021,,1/6/2022 10:41 AM,1
Region A,Country 8,11/26/2021,0016R0000376XU7,Onboarding,,,,1
Region A,Country 21,11/25/2021,0016R0000376XUv,Onboarding,,,,
Region A,Country 1,11/26/2021,0016R0000376XVK,Active,28-Nov-2021,,,4
Region A,Country 1,11/26/2021,0016R0000376XVP,Active,28-Nov-2021,,,
Region A,Country 13,11/25/2021,0016R0000376XWD,Active,6-Dec-2021,,1/15/2022 2:52 AM,2
Region A,Country 23,11/26/2021,0016R0000376XWS,Active,16-Dec-2021,,,2
Region A,Country 23,11/29/2021,0016R0000376XXa,Onboarding,,,,
Region A,Country 6,11/26/2021,0016R0000376XXW,Churned,6-Dec-2021,,,
Region A,Country 1,11/25/2021,0016R0000376XZC,Onboarding,,,,2
Region A,Country 1,11/26/2021,0016R0000376XZl,Active,28-Nov-2021,,1/3/2022 6:02 PM,
Region A,Country 1,11/25/2021,0016R0000376XZR,Active,1-Dec-2021,,1/9/2022 8:53 PM,3
Region A,Country 1,11/25/2021,0016R0000376XZY,Active,14-Dec-2021,,12/22/2021 7:51 PM,0
Region D,Country 5,11/26/2021,0016R0000376Y29,Onboarding,,,,0
Region B,Country 2,11/26/2021,0016R0000376Y4q,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y4r,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y4s,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y4t,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y5x,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y5y,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y5z,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y60,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y61,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y62,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y63,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y64,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y65,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y66,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y67,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y68,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y69,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6a,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6A,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6b,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6B,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6c,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6C,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6d,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6D,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6e,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6E,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6f,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6F,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6g,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6G,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6h,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6i,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6j,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6k,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6l,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6m,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6M,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6n,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6N,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6o,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6O,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6P,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6p,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6q,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6Q,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6r,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6R,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6s,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6S,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6t,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6T,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6u,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6U,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6V,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6v,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6W,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6w,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6X,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6x,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6Y,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6y,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6Z,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y6z,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y70,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y71,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y72,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y73,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y74,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7a,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7A,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7b,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7B,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7c,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7C,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7d,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7D,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7e,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7E,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7F,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7f,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7g,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7G,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7h,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7H,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7i,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7I,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7J,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7j,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7K,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7k,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7L,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7l,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7M,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7m,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7N,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7n,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7O,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7o,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7P,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7p,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7Q,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7q,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7R,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7r,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7S,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7s,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7t,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7T,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7u,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7U,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7v,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7V,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7w,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7W,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7x,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7X,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7y,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7Y,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7Z,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y7z,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y80,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y81,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y82,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y83,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y84,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y85,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y86,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y87,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y88,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y89,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8A,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8B,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8C,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8c,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8d,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8e,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8f,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8g,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8h,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8I,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8i,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8J,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8j,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8K,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8k,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8L,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8l,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8m,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8M,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8n,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8N,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8O,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8P,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8Q,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8R,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8S,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8T,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8U,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8V,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8W,Onboarding,,,,
Region B,Country 2,11/26/2021,0016R0000376Y8X,Onboarding,,,,
Region A,Country 6,11/26/2021,0016R0000376Y9q,Active,4-Dec-2021,,1/13/2022 10:32 AM,4
Region C,Country 16,12/4/2021,0016R0000376yfb,Active,14-Dec-2021,,1/14/2022 11:22 AM,5
Region D,Country 5,12/6/2021,0016R0000376yIT,Active,12-Jan-2022,,,2
Region B,Country 2,11/26/2021,0016R0000376Ykp,Active,7-Jan-2022,,12/29/2021 1:29 AM,2
Region B,Country 2,11/26/2021,0016R0000376Ykq,Active,7-Jan-2022,,12/29/2021 1:29 AM,2
Region B,Country 2,11/26/2021,0016R0000376Ykr,Onboarding,,,12/29/2021 1:29 AM,1
Region B,Country 2,11/26/2021,0016R0000376Yks,Active,7-Jan-2022,,12/29/2021 1:29 AM,1
Region B,Country 2,11/26/2021,0016R0000376Ykt,Active,7-Jan-2022,,12/29/2021 1:29 AM,1
Region B,Country 2,11/26/2021,0016R0000376Yku,Active,7-Jan-2022,,12/29/2021 1:29 AM,2
Region B,Country 2,11/26/2021,0016R0000376Ykv,Active,7-Jan-2022,,12/29/2021 1:29 AM,2
Region B,Country 2,11/26/2021,0016R0000376Ykw,Active,7-Jan-2022,,12/29/2021 1:29 AM,1
Region B,Country 2,11/26/2021,0016R0000376Ykx,Active,7-Jan-2022,,12/29/2021 1:29 AM,1
Region B,Country 2,11/26/2021,0016R0000376Yky,Active,7-Jan-2022,,12/29/2021 1:29 AM,2
Region B,Country 2,11/26/2021,0016R0000376Ykz,Active,7-Jan-2022,,12/29/2021 1:29 AM,1
Region B,Country 2,11/26/2021,0016R0000376Yl0,Active,7-Jan-2022,,12/29/2021 1:29 AM,2
Region B,Country 2,11/26/2021,0016R0000376Yl1,Active,7-Jan-2022,,12/29/2021 1:29 AM,1
Region B,Country 2,11/26/2021,0016R0000376Yl2,Active,7-Jan-2022,,12/29/2021 1:29 AM,1
Region B,Country 2,11/26/2021,0016R0000376Yl3,Active,7-Jan-2022,,12/29/2021 1:29 AM,2
Region B,Country 2,11/26/2021,0016R0000376Yl4,Active,7-Jan-2022,,12/29/2021 1:29 AM,2
Region B,Country 2,11/26/2021,0016R0000376Yl5,Active,7-Jan-2022,,12/29/2021 1:29 AM,2
Region B,Country 2,11/26/2021,0016R0000376Yl6,Active,7-Jan-2022,,12/29/2021 1:29 AM,1
Region B,Country 2,11/26/2021,0016R0000376Yl7,Active,7-Jan-2022,,12/29/2021 1:29 AM,1
Region B,Country 2,11/26/2021,0016R0000376Yl8,Active,7-Jan-2022,,12/29/2021 1:29 AM,2
Region B,Country 2,11/26/2021,0016R0000376Yl9,Onboarding,,,12/29/2021 1:29 AM,0
Region B,Country 2,11/26/2021,0016R0000376YlA,Active,7-Jan-2022,,12/29/2021 1:29 AM,1
Region B,Country 2,11/26/2021,0016R0000376YlB,Onboarding,,,12/29/2021 1:29 AM,1
Region B,Country 2,11/26/2021,0016R0000376YlC,Onboarding,,,12/29/2021 1:29 AM,1
Region B,Country 2,11/26/2021,0016R0000376YlD,Active,7-Jan-2022,,12/29/2021 1:29 AM,2
Region B,Country 2,11/26/2021,0016R0000376YlE,Onboarding,,,12/29/2021 1:29 AM,1
Region B,Country 2,11/26/2021,0016R0000376YlF,Active,7-Jan-2022,,12/29/2021 1:29 AM,1
Region B,Country 2,11/26/2021,0016R0000376YlG,Active,7-Jan-2022,,12/29/2021 1:29 AM,2
Region B,Country 2,11/26/2021,0016R0000376YlH,Active,7-Jan-2022,,12/29/2021 1:29 AM,2
Region B,Country 2,11/26/2021,0016R0000376YlI,Active,7-Jan-2022,,12/29/2021 1:29 AM,1
Region B,Country 2,11/26/2021,0016R0000376YlJ,Onboarding,,,12/29/2021 1:29 AM,0
Region B,Country 2,11/26/2021,0016R0000376YlK,Onboarding,,,12/29/2021 1:29 AM,
Region B,Country 2,11/26/2021,0016R0000376YlL,Onboarding,,,12/29/2021 1:29 AM,
Region B,Country 2,11/26/2021,0016R0000376YlM,Active,7-Jan-2022,,12/29/2021 1:29 AM,2
Region B,Country 2,11/26/2021,0016R0000376YlN,Onboarding,,,12/29/2021 1:29 AM,
Region B,Country 2,11/26/2021,0016R0000376YlO,Active,7-Jan-2022,,12/29/2021 1:29 AM,2
Region B,Country 2,11/26/2021,0016R0000376YlP,Active,7-Jan-2022,,12/29/2021 1:29 AM,3
Region B,Country 2,11/26/2021,0016R0000376YlQ,Onboarding,,,12/29/2021 1:29 AM,0
Region B,Country 2,11/26/2021,0016R0000376YlR,Active,7-Jan-2022,,12/29/2021 1:29 AM,1
Region B,Country 2,11/26/2021,0016R0000376YlS,Active,7-Jan-2022,,12/29/2021 1:29 AM,2
Region B,Country 2,11/26/2021,0016R0000376Ylt,Active,2-Dec-2021,,,1
Region C,Country 16,12/4/2021,0016R0000376yYV,Active,9-Dec-2021,,1/12/2022 4:50 AM,1
Region D,Country 5,11/26/2021,0016R0000376ZAH,Onboarding,,,,
Region D,Country 5,11/26/2021,0016R0000376ZbC,Active,,,,
Region D,Country 5,11/26/2021,0016R0000376ZbD,Active,13-Jan-2022,,,
Region D,Country 5,11/26/2021,0016R0000376ZcP,Onboarding,,,,
Region D,Country 15,11/26/2021,0016R0000376ZdN,Onboarding,,,,2
Region D,Country 5,11/26/2021,0016R0000376Ze1,Onboarding,,,,
Region B,Country 18,11/27/2021,0016R0000376Zep,Churned,29-Nov-2021,,11/29/2021 8:09 AM,0
Region D,Country 7,11/26/2021,0016R0000376Zfs,Active,9-Dec-2021,,,0
Region D,Country 29,12/9/2021,0016R0000376zjz,Active,18-Dec-2021,,1/15/2022 4:30 AM,2
Region D,Country 29,12/5/2021,0016R0000376zk4,Active,18-Dec-2021,,12/24/2021 5:25 AM,1
Region D,Country 11,12/13/2021,0016R0000376zks,Active,18-Dec-2021,,12/21/2021 4:51 PM,2
Region B,Country 2,11/26/2021,0016R0000376ZnO,Active,30-Nov-2021,,,3
Region B,Country 17,11/26/2021,0016R0000376Zqw,Onboarding,,,1/7/2022 9:27 AM,1
Region D,Country 20,1/10/2022,0016R0000376ZSk,Onboarding,,,,1
Region B,Country 2,11/26/2021,0016R0000376Zsm,Active,2-Dec-2021,,12/17/2021 8:56 PM,1
Region B,Country 2,11/29/2021,0016R0000376ZsX,Active,1-Dec-2021,,,2
Region B,Country 2,11/26/2021,0016R0000376ZtG,Onboarding,,,12/6/2021 2:42 AM,1
Region D,Country 5,11/26/2021,0016R0000376ZY3,Onboarding,,,,
Region D,Country 5,12/31/2021,0016R0000376ZYD,Active,14-Jan-2022,,,3
Region D,Country 11,12/16/2021,0016R00003770LJ,Onboarding,,,,1
Region A,Country 1,12/6/2021,0016R000037717x,Active,6-Dec-2021,,,
Region A,Country 1,12/6/2021,0016R00003771Ac,Active,6-Dec-2021,,,
Region A,Country 12,12/6/2021,0016R00003771AD,Onboarding,,,,2
Region A,Country 1,12/6/2021,0016R00003771Ah,Active,6-Dec-2021,,,
Region A,Country 6,12/5/2021,0016R00003771AN,Churned,8-Dec-2021,,,
Region A,Country 6,12/6/2021,0016R00003771Ar,Onboarding,,,,
Region A,Country 1,12/6/2021,0016R00003771Aw,Active,6-Dec-2021,,,
Region A,Country 6,12/6/2021,0016R00003771B1,Active,8-Dec-2021,,1/4/2022 2:00 PM,3
Region A,Country 1,12/6/2021,0016R00003771BL,Active,6-Dec-2021,,,
Region A,Country 1,12/6/2021,0016R00003771BV,Active,6-Dec-2021,,,
Region A,Country 1,12/6/2021,0016R00003771Cx,Active,6-Dec-2021,,,
Region A,Country 34,12/3/2021,0016R00003771E5,Onboarding,,,,
Region A,Country 21,11/30/2021,0016R00003771FC,Paused,,,1/3/2022 12:42 PM,
Region A,Country 8,12/6/2021,0016R00003771Fg,Onboarding,,,12/15/2021 8:21 PM,1
Region A,Country 34,12/3/2021,0016R00003771FR,Onboarding,,,,
Region A,Country 6,12/6/2021,0016R00003771G5,Active,9-Dec-2021,,,3
Region A,Country 8,12/6/2021,0016R00003771GA,Active,23-Dec-2021,,1/14/2022 10:07 PM,3
Region A,Country 6,12/6/2021,0016R00003771GK,Onboarding,,,,
Region A,Country 13,12/6/2021,0016R00003771He,Active,31-Dec-2021,,12/6/2021 12:31 PM,
Region A,Country 13,12/6/2021,0016R00003771Hg,Active,31-Dec-2021,,,
Region A,Country 13,12/6/2021,0016R00003771Hi,Active,31-Dec-2021,,,
Region A,Country 13,12/6/2021,0016R00003771Hj,Active,31-Dec-2021,,,
Region A,Country 13,12/6/2021,0016R00003771Hl,Active,31-Dec-2021,,,
Region A,Country 13,12/6/2021,0016R00003771Ho,Active,31-Dec-2021,,,
Region A,Country 13,12/6/2021,0016R00003771Hq,Active,31-Dec-2021,,,
Region A,Country 13,12/6/2021,0016R00003771Hs,Active,31-Dec-2021,,,
Region A,Country 13,12/6/2021,0016R00003771Ht,Active,31-Dec-2021,,,
Region A,Country 13,12/6/2021,0016R00003771Hv,Active,30-Dec-2021,,,
Region A,Country 13,12/6/2021,0016R00003771Hz,Active,31-Dec-2021,,,
Region A,Country 13,12/6/2021,0016R00003771I3,Active,31-Dec-2021,,,
Region A,Country 8,12/6/2021,0016R00003771IN,Active,13-Dec-2021,,,4
Region D,Country 15,12/11/2021,0016R00003771J8,Onboarding,,,1/1/2022 5:25 PM,0
Region A,Country 13,11/23/2021,0016R00003771JB,Active,23-Nov-2021,,,
Region D,Country 14,1/5/2022,0016R00003771Jk,Onboarding,,,1/5/2022 3:48 PM,3
Region D,Country 15,12/6/2021,0016R00003771JL,Onboarding,,,,1
Region D,Country 24,12/7/2021,0016R00003771JQ,Active,24-Dec-2021,,,3
Region D,Country 5,12/6/2021,0016R00003771KJ,Onboarding,,,12/9/2021 4:21 AM,
Region D,Country 5,12/6/2021,0016R00003771KO,Onboarding,,,12/9/2021 4:21 AM,
Region D,Country 5,12/6/2021,0016R00003771KY,Onboarding,,,12/9/2021 4:21 AM,
Region D,Country 14,12/20/2021,0016R00003771MF,Onboarding,,,,3
Region D,Country 14,1/4/2022,0016R00003771MH,Onboarding,,,1/13/2022 7:44 PM,2
Region D,Country 31,12/6/2021,0016R00003771n0,Active,20-Dec-2021,,12/19/2021 4:03 PM,2
Region A,Country 13,12/6/2021,0016R00003771nK,Active,14-Dec-2021,,12/13/2021 1:59 PM,1
Region D,Country 5,12/6/2021,0016R00003771nU,Active,3-Jan-2022,,,
Region D,Country 11,12/9/2021,0016R00003771or,Active,18-Dec-2021,,,1
Region D,Country 5,12/6/2021,0016R00003771qY,Onboarding,,,,
Region B,Country 2,12/8/2021,0016R00003772hm,Churned,15-Dec-2021,,12/15/2021 3:35 AM,1
Region D,Country 15,12/6/2021,0016R00003772nQ,Onboarding,,,,0
Region D,Country 11,12/6/2021,0016R000037735G,Active,18-Dec-2021,,12/27/2021 3:14 PM,2
Region C,Country 16,12/6/2021,0016R000037735p,Active,7-Dec-2021,,1/4/2022 12:00 PM,3
Region C,Country 16,12/6/2021,0016R000037736i,Active,7-Dec-2021,,1/15/2022 4:56 AM,1
Region D,Country 11,12/6/2021,0016R0000377372,Active,18-Dec-2021,,12/27/2021 3:14 PM,2
Region D,Country 33,12/6/2021,0016R000037737M,Active,13-Dec-2021,,12/29/2021 7:41 PM,1
Region D,Country 7,12/6/2021,0016R000037738m,Active,20-Dec-2021,,1/15/2022 4:54 AM,3
Region D,Country 7,12/6/2021,0016R000037739J,Active,20-Dec-2021,,1/15/2022 4:54 AM,3
Region C,Country 16,12/6/2021,0016R00003773a3,Active,6-Dec-2021,,1/14/2022 3:47 AM,1
Region C,Country 16,12/6/2021,0016R00003773a8,Active,6-Dec-2021,,1/14/2022 3:47 AM,1
Region C,Country 16,12/6/2021,0016R00003773ac,Active,6-Dec-2021,,1/14/2022 3:47 AM,1
Region C,Country 16,12/6/2021,0016R00003773aE,Active,6-Dec-2021,,1/14/2022 3:47 AM,1
Region C,Country 16,12/6/2021,0016R00003773ah,Active,6-Dec-2021,,1/14/2022 3:47 AM,1
Region C,Country 16,12/6/2021,0016R00003773aI,Active,6-Dec-2021,,1/14/2022 3:47 AM,1
Region C,Country 16,12/6/2021,0016R00003773am,Active,6-Dec-2021,,1/14/2022 3:47 AM,1
Region B,Country 9,12/6/2021,0016R00003773AM,Onboarding,,,,0
Region C,Country 16,12/6/2021,0016R00003773aN,Active,6-Dec-2021,,1/14/2022 3:47 AM,1
Region C,Country 16,12/6/2021,0016R00003773ar,Active,6-Dec-2021,,1/14/2022 3:47 AM,1
Region C,Country 16,12/6/2021,0016R00003773aS,Active,6-Dec-2021,,1/14/2022 3:47 AM,1
Region C,Country 16,12/6/2021,0016R00003773as,Active,6-Dec-2021,,1/14/2022 3:47 AM,1
Region C,Country 16,12/6/2021,0016R00003773aw,Active,6-Dec-2021,,1/14/2022 3:47 AM,1
Region C,Country 16,12/6/2021,0016R00003773aX,Active,6-Dec-2021,,1/14/2022 3:47 AM,1
Region C,Country 16,12/6/2021,0016R00003773b1,Active,6-Dec-2021,,1/14/2022 3:47 AM,1
Region C,Country 16,12/6/2021,0016R00003773b2,Active,6-Dec-2021,,1/14/2022 3:47 AM,1
Region C,Country 16,12/6/2021,0016R00003773b6,Active,6-Dec-2021,,1/14/2022 3:47 AM,1
